,Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),reactions_sum,reactions_groupavg,score
656,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7960,16656,2021-05-01 00:39:50 CEST,Status,374,253,48,10,40,1,12,0,0,10,,0,0,0,,https://www.facebook.com/766794650136727/posts/2043300355819477,"Remember: Returning for your second COVID-19 vaccine shot is critical to protect yourself, your loved ones, and your community.",,,,,,,,1.28,374,435.05555555555554,0.8596603243519346
657,Senator Chuck Schumer,senschumer,15771239406,429287,584859,2021-04-28 23:22:27 CEST,Photo,"4,534",3025,370,387,563,7,72,4,65,41,,0,0,0,,https://www.facebook.com/15771239406/posts/10159620685549407,THIS IS BIG: The Senate just voted to reverse a Trump-era decision to roll back limits on methane pollution from oil and gas production. This will be one of the most significant climate actions in the last 10 years. #CutMethane,https://www.facebook.com/senschumer/photos/a.10150113225969407/10159620599079407/?type=3,,,,,,,1.28,4534,5172.55223880597,0.876549871451202
658,Senator Maggie Hassan,SenatorHassan,523773000968844,23109,37029,2021-05-01 22:03:36 CEST,Link,239,132,57,9,28,0,1,0,0,12,,0,0,0,,https://www.facebook.com/523773000968844/posts/4350620381617401,"For veterans who struggle with mental health challenges, service dogs can provide comfort and companionship to help reduce PTSD symptoms and overall better mental health. That’s why I’m supporting the bipartisan PAWS Act, which would authorize the Secretary of Veterans Affairs to create a pilot program on dog training therapy and provide service dogs to veterans with mental health challenges.",https://www.military.com/daily-news/2021/03/29/advocates-hope-new-va-study-will-push-congress-pass-service-dog-grant-program.html,,,Advocates Hope New VA Study Will Push Congress to Pass Service Dog Grant Program,"The PAWS Act, introduced by Sen. Deb Fischer, would require the VA to create a grant program to pay for and provide service dogs to veterans.",,,1.28,239,757.2758620689655,0.3156049360229498
659,Senator Chuck Schumer,senschumer,15771239406,429062,584691,2021-04-20 20:03:21 CEST,Status,"2,760",978,1177,79,24,9,50,253,57,133,,0,0,0,,https://www.facebook.com/15771239406/posts/10159600302719407,We're closely monitoring the situation in West Hempstead. I’m praying for the families of those impacted and for our first responders. This Senate must and will move forward on legislation to help stop the epidemic of gun violence.,,,,,,,,1.28,2760,5172.55223880597,0.533585717954415
660,Senator Chuck Schumer,senschumer,15771239406,429287,584859,2021-04-29 00:02:30 CEST,Status,"2,739",1548,551,59,320,3,172,2,61,23,,0,0,0,,https://www.facebook.com/15771239406/posts/10159620784014407,Today would be a great day for President Biden and Vice President Harris to #CancelStudentDebt.,,,,,,,,1.28,2739,5172.55223880597,0.5295258266221531
661,Reverend Raphael Warnock,reverendwarnock,109111900634787,140859,147982,2021-04-10 16:00:38 CEST,Status,"4,037",2927,272,117,663,0,11,0,2,45,,0,0,0,,https://www.facebook.com/109111900634787/posts/322126672666641,Our democracy is stronger when everyone has the ability to make their voice heard.,,,,,,,,1.28,4037,4100.8125,0.9844390593327542
662,Senator Edward J. Markey,EdJMarkey,6846731378,56802,135347,2021-04-22 21:23:17 CEST,Status,"1,264",617,348,7,124,2,127,4,18,17,,0,0,0,,https://www.facebook.com/6846731378/posts/10158569619556379,The Green New Deal is a winning issue.,,,,,,,,1.27,1264,1048.8297872340424,1.2051526523988236
663,Senator Ben Cardin,senatorbencardin,120421834675191,33254,111636,2021-04-29 04:12:04 CEST,Link,720,269,246,17,56,2,106,2,19,3,,0,0,0,,https://www.facebook.com/120421834675191/posts/4069162169801118,"Being in the audience for tonight’s speech was different from any other presidential speech I have witnessed in my many years on Capitol Hill. Beyond the sparse audience owing to social distance requirements, there was a sense of relief that America was getting back on track. We were transported to a time when the president of the United States wanted to talk to the whole country about the policies that will make life better for all. President Biden’s optimism for our country was front and center, along with his desire to work with Congress to do right by the American people, especially those who have been systemically cut off from basic rights and opportunities. It was striking to hear the herculean steps that have been taken over the last 100 days to pull our nation out of the COVID-19 global health crisis. Nearly 40 percent of adults in this country have been fully vaccinated. The federal government also has injected immense resources through the American Rescue Plan at all levels of government to help those individuals, families and small businesses most harmed by the pandemic, including the economic and social damage left in its wake. President Biden was clear that there is much work to be done – ‘we can’t let our guard down, he said’ – but that America can meet every challenge, if we work together and support each other. We will continue to get the COVID-19 pandemic under control. We also will have a generational opportunity to tackle so many of the systemic issues that have held back Americans from success. I stand ready to help formulate a bipartisan plan to rebuild our nation’s infrastructure that creates jobs and respects our environment. We will continue to help our small businesses, a growth engine of our economy, with support and resources so they can survive and innovate well beyond the pandemic. We need to value the people who make our country work, ensuring that no one who has a full-time job lives in poverty, wants for stable housing or wonders when they will get their next meal. Women should no longer be forced to make decisions on whether to stay home or reenter the workforce due to the high cost of child care. Education stretching from Pre-K to college is essential and must be affordable. Quality health care and paid family leave are essential and must be a right for everyone in this country, not only those with greater means. In addition to supporting American families, Congress should also take up the president’s challenge to pass comprehensive immigration reform. Compassion is an American value that has been missing in our immigration system for far too long. We also should work together to finally address the pandemic of gun violence that claims too many victims daily, along with reforms to our justice system that would hold police accountable and rebuild trust with communities who have seen too many young men and women struck down without justification. As a nation, we simply must do more to ensure that the basic human rights of Americans are protected at all times. Joe Biden has only been president for 99 days. His record of accomplishment and his ability to work with Congress has been remarkable. There will be policy differences ahead, but I urge all my colleagues to set partisanship aside and work together for the good of our nation. https://www.washingtonpost.com/politics/2021/04/28/biden-address-congress-live-updates/",https://www.washingtonpost.com/politics/2021/04/28/biden-address-congress-live-updates/,,,Live updates: Biden pitches his ambitious investment and tax plans as he recasts role of government,Biden’s address in the House chamber will look very different from past presidential speeches because of pandemic restrictions. Fewer than half of lawmakers are allowed to attend in person.,,,1.27,720,1142.888888888889,0.6299825004860976
664,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7955,16643,2021-04-25 16:12:50 CEST,Status,371,215,95,3,31,0,18,0,1,8,,0,0,0,,https://www.facebook.com/766794650136727/posts/2037748183041361,2021 can be the year that we overcome COVID-19 and build our country back better than ever before.,,,,,,,,1.26,371,435.05555555555554,0.8527646533009833
665,Ben Ray Luján,SenatorLujan,112962521120,25455,29971,2021-05-03 20:09:42 CEST,Photo,338,244,24,15,46,2,5,0,0,2,,0,0,0,,https://www.facebook.com/112962521120/posts/10157657418241121,Good news - Intel’s $3.5 billion investment in Rio Rancho will create good-paying jobs and economic opportunities for the surrounding communities. I'll keep working in the Senate to support New Mexico's position as a national innovation hub.,https://www.facebook.com/SenatorLujan/photos/a.10150120386381121/10157657417001121/?type=3,,intel. intel intel,,,,,1.26,338,498.7857142857143,0.6776457110124589
666,Senator Tammy Duckworth,SenDuckworth,112300955610529,158421,266733,2021-04-15 22:21:42 CEST,Status,"3,025",2188,188,73,320,3,41,6,2,204,,0,0,0,,https://www.facebook.com/112300955610529/posts/1929993840507889,"Stop treating us as the ""other."" Stop blaming us for this virus. Stop attacking us on the street. Stop the hate. Pass the COVID-19 Hate Crimes Act.",,,,,,,,1.26,3025,3332.535714285714,0.9077172037594711
667,Reverend Raphael Warnock,reverendwarnock,109111900634787,141343,148446,2021-04-26 20:53:21 CEST,Link,"3,103",2243,130,82,592,0,7,1,7,41,,0,0,0,,https://www.facebook.com/109111900634787/posts/333898188156156,Looking forward to welcoming Joe Biden back to Georgia to talk about the progress we’ve been able to make for Georgia families.,https://www.ajc.com/politics/politics-blog/biden-will-return-to-georgia-next-week-to-celebrate-first-100-days-in-office/RS3JA2IK5NBCTEM7L2X5JWJDJI/,,,Biden will return to Georgia next week to celebrate first 100 days in office,"President Joe Biden is returning to Georgia on Thursday to celebrate his first 100 days in office, marking the moment in a state where Democratic victories allowed him to pursue a far more ambitious legislative agenda.",,,1.26,3103,4100.8125,0.7566793165988447
668,Senator John Hickenlooper,SenatorHick,101702821881752,4189,5853,2021-05-05 20:46:54 CEST,Photo,213,152,38,4,15,0,3,0,0,1,,0,0,0,,https://www.facebook.com/101702821881752/posts/167608745291159,,https://www.facebook.com/SenatorHick/photos/a.102357311816303/167608721957828/?type=3,,"Senator John Hickenlooper @SenatorHick When it comes to infrastructure, we don't want to just put a band-aid on our roads and bridges. We want to create jobs, revitalize our workforce, and turbocharge our economy! The time to invest in new infrastructure is now.",,,,,1.26,213,380.0625,0.5604341391218549
669,U.S. Senator Kirsten Gillibrand,SenKirstenGillibrand,147791132432624,28109,157377,2021-04-27 15:15:54 CEST,Link,552,342,135,29,30,2,4,0,3,7,,0,0,0,,https://www.facebook.com/147791132432624/posts/904124293465967,"It's time to build a military justice system worthy of the brave men and women who serve in our armed forces. This week, Senator Joni Ernst and I will introduce our new bill to improve the military justice system and protect our service members. Our new bill will expand on my Military Justice Improvement Act to provide greater resources to prevent sexual assault and harassment. I'm proud to fight beside Sen. Ernst to deliver the justice and resources that survivors of military sexual assault deserve.",https://www.nytimes.com/2021/04/27/us/politics/military-sexual-assault.html,,,"After Failures to Curb Sexual Assault, a Move Toward a Major Shift in Military Law","Senator Kirsten Gillibrand has fought for years to remove commanders from deciding assault cases. Now, more colleagues and a Pentagon panel agree.",,,1.26,552,959.3703703703703,0.57537736941667
670,Senator Bob Menendez,senatormenendez,349744811357,53593,160875,2021-04-12 22:20:01 CEST,Link,493,313,91,14,32,5,32,0,5,1,,0,0,0,,https://www.facebook.com/349744811357/posts/10159167480931358,"A great choice by President Joe Biden! Anne Milgram has a long history in NJ as the state’s Attorney General. She will be an excellent DEA Administrator, who will work diligently to fight drug trafficking and keep dangerous substances like fentanyl off our streets. https://www.washingtonpost.com/health/2021/04/12/biden-dea-milgram/",https://www.washingtonpost.com/health/2021/04/12/biden-dea-milgram/,,,Biden picks former New Jersey attorney general to lead DEA,"Anne Milgram, critic of criminal-justice system, would shape drug enforcement amid a worsening opioid crisis, if she is confirmed.",,,1.26,493,874.4473684210526,0.5637846459417979
671,Senator Gary Peters,SenGaryPeters,88851604323,42555,115080,2021-05-03 00:01:22 CEST,Link,993,666,154,37,108,0,25,0,1,2,,0,0,0,,https://www.facebook.com/88851604323/posts/10159222145229324,No matter where you live in Michigan you deserve access to safe and clean drinking water. I was proud to help pass critical bipartisan legislation so we can bring our water infrastructure into the 21st century.,https://www.abc57.com/news/senators-applaud-bipartisan-bill-to-rebuild-america-s-water-systems,,,Senators applaud bipartisan bill to Rebuild America’s water systems,Senators Debbie Stabenow and Gary Peters today applauded the passage of the Drinking Water and Wastewater Infrastructure Act in the U.S. Senate.,,,1.26,993,1666.842105263158,0.5957372908114935
672,Reverend Raphael Warnock,reverendwarnock,109111900634787,140968,148072,2021-04-17 16:15:24 CEST,Status,"3,977",2601,166,573,516,13,17,11,10,70,,0,0,0,,https://www.facebook.com/109111900634787/posts/326025398943435,"If you ever think your voice in our democracy doesn’t matter, just look at how hard politicians are working to silence you. More than 350 different bills have been introduced nationwide that restrict voting rights. Your voice is powerful, never forget that.",,,,,,,,1.26,3977,4100.8125,0.9698078124761861
673,Senator Debbie Stabenow,SenatorStabenow,122289898323229,18217,102813,2021-04-21 18:43:54 CEST,Native Video,555,253,127,40,74,2,52,2,1,4,owned,4127,6737,0,00:03:23,https://www.facebook.com/122289898323229/posts/864206194131592,"I'm honored to receive this year's Bryce Harlow Award. It's a privilege to work on behalf of Michigan in the Senate every day. Thank you Senator Tom Carper, Senator Roy Blunt, Congressman Dan Kildee, Mary Barra and Jim Fitterling for your kind words. I’m lucky to work with each of you. https://bryceharlow.org/debbie-stabenow/",https://www.facebook.com/SenatorStabenow/videos/844109449651393/,,,,,,,1.26,555,1576.909090909091,0.35195434105845724
674,U.S. Senator Bernie Sanders,senatorsanders,9124187907,7315334,7373230,2021-04-25 18:37:32 CEST,Photo,"22,161",15005,1212,1920,3706,26,37,5,23,227,,0,0,0,,https://www.facebook.com/9124187907/posts/10159990877352908,I sent a letter with 16 of my colleagues today asking President Biden to propose in his American Families Plan the most significant expansion of Medicare since it was signed into law to improve the lives of millions of Americans.,https://www.facebook.com/senatorsanders/photos/a.91485152907/10159990875102908/?type=3,,,Photos from U.S. Senator Bernie Sanders's post,,,,1.26,22161,43596.68421052631,0.5083184742441784
675,Ben Ray Luján,SenatorLujan,112962521120,25451,29966,2021-05-06 20:37:57 CEST,Photo,315,171,64,19,35,2,19,2,0,3,,0,0,0,,https://www.facebook.com/112962521120/posts/10157663737016121,"New Mexicans are already living with the impacts of the climate crisis. President Joe Biden's new #30x30 plan puts us on the path of conserving 30% of our lands and waters by 2030, which would help reverse climate change, support the hardest-hit communities and create good-paying jobs.",https://www.facebook.com/USInterior/photos/a.155163054537384/3851897154863937/?type=3,,,U.S. Department of the Interior,"Nature is essential to the health, well-being, and prosperity of every family and every community in America. Today, we announced our efforts to conserve at least 30% of lands and waters by 2030.  #AmericaTheBeautiful  https://go.usa.gov/xHvvY:=:https://www.doi.gov/pressreleases/biden-harris-administration-outlines-america-beautiful-initiative",,,1.25,315,498.7857142857143,0.6315337247601318
676,Senator Dianne Feinstein,SenatorFeinstein,334887279867783,155692,566363,2021-04-21 22:20:19 CEST,Photo,"2,181",681,740,169,18,22,283,32,231,5,,0,0,0,,https://www.facebook.com/334887279867783/posts/4039263369430137,"The EPA’s inspector general confirmed what we long suspected, that the Trump administration ignored the science when it weakened vehicle emissions standards. This is a big deal. Climate change demands that we reduce emissions, and California has long led the way in that effort. These decisions should be guided by science and free of political pressure. That clearly wasn’t the case. According to the report, EPA Administrator Scott Pruitt blocked his own experts from determining the effects of the lower standards. I appreciate the work of the inspector general and hope that the Biden administration will ensure both that science is followed as it sets new emissions standards and that California’s legal right to set stricter emissions limits is upheld.",https://www.facebook.com/SenatorFeinstein/photos/a.337435776279600/4039256666097474/?type=3,,,,,,,1.25,2181,3967.6,0.5497025909869947
677,Alex Padilla,alexpadilla4ca,471134912978464,28162,29475,2021-04-25 20:45:02 CEST,Link,294,197,6,44,41,3,1,0,0,2,,0,0,0,,https://www.facebook.com/471134912978464/posts/3977738662318054,Put this on your calendars for Monday!,https://www.mentalfloss.com/article/643999/dont-miss-super-pink-moon-coming-april-2021,,,Don't Miss the Super Pink Moon Coming in April 2021,"On April 26, the full moon will appear especially large and bright in the night sky. Here's what you need to know to catch the super pink moon.",,,1.25,294,506.5652173913044,0.5803793665779761
678,Senator Jon Tester,senatortester,210573031664,58559,74968,2021-04-27 23:02:40 CEST,Status,"1,600",1143,235,76,120,1,18,0,3,4,,0,0,0,,https://www.facebook.com/210573031664/posts/10159201578416665,Good news! The deadline to obtain a REAL ID to fly commercially has been extended once again. This means Montanans can focus on keeping their families healthy instead of standing in line at the DMV.,,,,,,,,1.25,1600,1555.0714285714287,1.0288916448486518
679,Alex Padilla,alexpadilla4ca,471134912978464,28027,29315,2021-04-12 23:05:03 CEST,Status,351,243,44,29,20,0,7,1,2,5,,0,0,0,,https://www.facebook.com/471134912978464/posts/3940473012711286,"We cannot allow what happened on January 6th to be whitewashed. No matter how you try to spin it, a deadly mob, egged on by egregious lies, invaded and violently desecrated our nation's Capitol with the explicit intent of overturning an election.",,,,,,,,1.25,351,506.5652173913044,0.6929018968328898
680,Senator Edward J. Markey,EdJMarkey,6846731378,56816,135325,2021-05-07 17:14:31 CEST,Link,490,283,117,25,17,0,20,2,25,1,,0,0,0,,https://www.facebook.com/6846731378/posts/10158600328051379,"When the Trump admin announced plans to double down on biometric surveillance of immigrants and U.S. citizens, I pushed back with U.S. Senator Bernie Sanders, Sen. Ron Wyden, U.S. Senator Elizabeth Warren, and Senator Jeff Merkley. Pleased to see President Biden is scrapping this invasive policy.",https://thehill.com/policy/national-security/552289-biden-to-withdraw-trump-rule-collecting-dna-from-immigrants-citizen,,,"Biden to withdraw Trump rule collecting DNA from immigrants, citizen sponsors","The Biden administration plans to withdraw a Trump-era proposal that would have greatly expanded the biometric data collected from immigrants, quashing a policy that would have allowed the government to demand eye s",,,1.25,490,1048.8297872340424,0.4671873415153667
681,Senator Tom Carper,tomcarper,124891107521733,16873,34961,2021-04-24 16:59:43 CEST,Photo,238,163,33,12,26,0,3,0,0,1,,0,0,0,,https://www.facebook.com/124891107521733/posts/4320847227926079,"It’s a beautiful morning to do something good for our planet. I joined volunteers with Delaware Nature Society to plant trees. Since 1991, thousands of volunteers have planted nearly 55,000 trees at Middle Run in Newark. Bravo Zulu to everyone who came out today! 🌳",https://www.facebook.com/tomcarper/photos/a.690280080982830/4320831144594354/?type=3,,,Photos from Senator Tom Carper's post,,,,1.25,238,710.5555555555555,0.3349491790461298
682,Senator Maggie Hassan,SenatorHassan,523773000968844,23112,37029,2021-05-03 19:39:29 CEST,Photo,372,183,35,37,11,2,1,81,0,22,,0,0,0,,https://www.facebook.com/523773000968844/posts/4355756077770498,Today marks 18 years since the fall of our iconic Old Man of the Mountain. But he’ll continue to live on as a symbol of New Hampshire for years to come!,https://www.facebook.com/SenatorHassan/photos/a.553083364704474/4355752264437546/?type=3,,,,,,,1.24,372,757.2758620689655,0.4912344610901143
683,U.S. Senator Bob Casey,SenatorBobCasey,107749545944874,74880,226814,2021-04-15 03:17:41 CEST,Link,"2,302",1382,471,78,285,3,21,2,15,45,,0,0,0,,https://www.facebook.com/107749545944874/posts/3919181368134987,"I introduced two bills that would ensure that youth who age out of the foster care system have health insurance coverage until age 26 (similar to those who remain on their parents' insurance). Many former foster youth haves specific health care needs that are well beyond those of the general population. While Medicaid provides critical coverage for children and youth in foster care, their health needs do not end when they age out of the system at 18. Congress has an obligation to ensure young adults who have aged out of the foster care system have the same guarantee of health insurance as those who can stay on their parents' plan until age 26. These bills would help eliminate the challenges that many former foster youth face in accessing Medicaid coverage until age 26. We must do everything we can to support young adults, who have nowhere else to turn, so that they have the opportunity to thrive in adulthood.",https://www.casey.senate.gov/news/releases/casey-introduces-two-bills-to-expand-health-care-coverage-for-former-foster-youth,,,Casey Introduces Two Bills to Expand Health Care Coverage for Former Foster Youth | U.S. Senator for Pennsylvania,"Washington, D.C. – U.S. Senator Bob Casey (D-PA) introduced two bills to ensure that youth who age...",,,1.24,2302,3632.9411764705883,0.6336463730569948
684,U.S. Senator Bernie Sanders,senatorsanders,9124187907,7318325,7376679,2021-04-13 22:21:18 CEST,Photo,"21,932",16391,1220,1418,2452,40,90,9,10,302,,0,0,0,,https://www.facebook.com/9124187907/posts/10159959959762908,I applaud President Biden for making the brave and right decision to withdraw U.S. troops from Afghanistan and bring an end to the longest war in our country’s history.,https://www.facebook.com/senatorsanders/photos/a.91485152907/10159959959637908/?type=3,,,,,,,1.24,21932,43596.68421052631,0.5030657811977493
685,Senator Jeff Merkley,jeffmerkley,74374931545,127093,190242,2021-04-22 22:46:44 CEST,Link,"1,894",1100,322,128,246,5,46,3,20,24,,0,0,0,,https://www.facebook.com/74374931545/posts/10158016775556546,"Every child deserves the chance to thrive. But that will be virtually impossible if their planet is being destroyed by climate chaos. We need bold, decisive action that will help tackle the climate crisis, protect future generations, and address environmental injustices. I partnered with Jan Schakowsky, Congresswoman Pramila Jayapal, and Congressman Bobby L. Rush to introduce a resolution to protect the fundamental rights of our nation’s children as we face this climate crisis. #YouthVGov",https://www.merkley.senate.gov/news/press-releases/merkley-schakowsky-jayapal-and-rush-reintroduce-resolution-recognizing-childrens-fundamental-rights-and-need-for-climate-recovery-planning-on-earth-day-2021,,,"Merkley, Schakowsky, Jayapal and Rush Reintroduce Resolution Recognizing Children’s Fundamental Rights and Need for Climate Recovery Planning on Earth Day | U.S. Senator Jeff Merkley of Oregon",The Official U.S. Senate website of Senator Jeff Merkley of Oregon,,,1.24,1894,3166.325,0.5981698025313258
686,Senator Edward J. Markey,EdJMarkey,6846731378,56792,135341,2021-04-21 16:11:09 CEST,Native Video,326,106,132,10,23,1,49,0,5,0,owned,2744,2761,0,00:00:56,https://www.facebook.com/6846731378/posts/10158566889866379,"What sets the Green New Deal apart from past climate change legislation? It proudly centers the undeniable truth that racial injustice, economic inequality, and the climate crisis are all interconnected.",https://www.facebook.com/EdJMarkey/videos/1602977486577771/,,,,,,,1.24,326,1048.8297872340424,0.31082259864083583
687,Senator Catherine Cortez Masto,SenatorCortezMasto,1283446251699112,13659,37909,2021-04-21 17:24:18 CEST,Link,287,133,94,6,19,3,20,0,11,1,,0,0,0,,https://www.facebook.com/1283446251699112/posts/4103737843003258,We need to make sure we are bringing jobs to the communities that need them most. I look forward to continuing to work with The White House to invest in Latino communities in Nevada and across the country.,https://thenevadaindependent.com/article/cortez-masto-calls-on-biden-to-establish-task-force-to-direct-infrastructure-funds-to-latino-other-needy-communities,,,"Cortez Masto calls on Biden to establish task force to direct infrastructure funds to Latino, other needy communities",U.S. Sen. Catherine Cortez Masto (D-NV) called for the creation of a task force to direct funds from the White House-proposed $2 trillion American Jobs Plan to Latino and other needy communities during a meeting with President Joe Biden and Vice President Kamala Harris on Tuesday.,,,1.24,287,581.2352941176471,0.4937759336099585
688,Senator Jeff Merkley,jeffmerkley,74374931545,127110,190179,2021-05-02 16:20:35 CEST,Link,"1,745",516,236,400,5,34,25,33,490,6,,0,0,0,,https://www.facebook.com/74374931545/posts/10158038035451546,"The billionaires and the special interests admit in private that voters of all stripes don’t want billionaires buying elections. Which is why they’re trying so hard to trash the #ForThePeople Act. Every time you hear a criticism of the bill, remember who doesn’t want it to pass and why.",https://www.newyorker.com/news/news-desk/inside-the-koch-backed-effort-to-block-the-largest-election-reform-bill-in-half-a-century,,,Inside the Koch-Backed Effort to Block the Largest Election-Reform Bill in Half a Century,"On a leaked conference call, leaders of dark-money groups and an aide to Mitch McConnell expressed frustration with the popularity of the legislation—even among Republican voters.",,,1.23,1745,3166.325,0.5511120936732647
689,Senator Mark Warner,MarkRWarner,7935122852,90809,168677,2021-04-23 20:11:00 CEST,Photo,"2,372",1432,203,241,458,8,5,1,2,22,,0,0,0,,https://www.facebook.com/7935122852/posts/10159517045542853,"TODAY, in 1951, 16-year-old Barbara Johns organized a student walkout to protest substandard conditions at Robert Russa Moton High School, a segregated school in Farmville. Her case became part of Brown v. Board of Ed. Soon, there will be a statue of her in the U.S. Capitol.",https://www.facebook.com/MarkRWarner/photos/a.454558037852/10159517044992853/?type=3,,,Photos from Senator Mark Warner's post,,,,1.23,2372,2587.3125,0.9167814092808657
690,Senator Jon Tester,senatortester,210573031664,58569,74979,2021-04-26 22:24:21 CEST,Link,858,431,181,65,11,23,17,107,15,8,,0,0,0,,https://www.facebook.com/210573031664/posts/10159199508986665,"Access to reliable internet isn't a luxury—it's a necessity. We must improve our broadband infrastructure to ensure Montanans can run businesses, get an education, access medical care, and much, much more. Broadband is infrastructure—plain and simple.",https://www.greatfallstribune.com/story/news/2021/04/23/montana-ranked-worst-nation-internet-data-transmission-speeds/7320220002/,,,"It's official, Montana has the worst internet service in the nation",A recent survey of internet service across the U.S. has found that download speeds in Montana are worst in the nation.,,,1.23,858,1555.0714285714287,0.5517431445500895
691,Senator Gary Peters,SenGaryPeters,88851604323,42530,115081,2021-04-22 19:13:51 CEST,Native Video,731,290,265,30,48,1,89,0,3,5,owned,4949,5005,0,00:01:10,https://www.facebook.com/88851604323/posts/10159199418424324,"Climate change is an existential threat to our future. We can address it in a way that reduces carbon and other greenhouse gas emissions, creates good-paying jobs and supports our economy. This #EarthDay I remain committed to addressing climate change and protecting our planet.",https://www.facebook.com/SenGaryPeters/videos/148912770504343/,,,"Happy Earth day, Michigan!",,,,1.23,731,1666.842105263158,0.4385538364382697
692,Senator Jeff Merkley,jeffmerkley,74374931545,127082,190245,2021-04-20 20:55:07 CEST,Status,"3,290",2009,524,144,374,7,150,1,45,36,,0,0,0,,https://www.facebook.com/74374931545/posts/10158012638526546,"For our health, our planet, and our future: We need a #GreenNewDeal.",,,,,,,,1.23,3290,3166.325,1.0390594774699375
693,Senator Debbie Stabenow,SenatorStabenow,122289898323229,18221,102841,2021-04-10 16:20:12 CEST,Native Video,552,180,241,18,31,0,62,4,12,4,owned,4689,4876,0,00:05:24,https://www.facebook.com/122289898323229/posts/857962638089281,This past year shined a bright light on the critical importance of high-speed internet & childcare to our daily lives. That’s why President Joe Biden has a plan to invest in ALL parts of infrastructure to support families & create jobs. I discussed his plan with Ali Velshi today. Watch here!,https://www.facebook.com/SenatorStabenow/videos/1676778485857661/,,,President Biden's Infrastructure Plan,,,,1.23,552,1576.909090909091,0.35005188516084396
694,Senator Maggie Hassan,SenatorHassan,523773000968844,23104,37017,2021-04-26 22:07:39 CEST,Link,236,76,132,5,2,0,14,0,7,0,,0,0,0,,https://www.facebook.com/523773000968844/posts/4335992733080166,"To combat climate change, we must invest in domestic clean energy technology. That’s why I’m cosponsoring legislation that will consolidate current energy tax incentives to help incentivize investments in clean energy and transportation.",https://thehill.com/policy/energy-environment/549541-senate-democrats-introduce-bill-to-reform-energy-tax-credits,,,Senate Democrats introduce bill to reform energy tax credits,Senate Democrats introduced legislation Wednesday that would overhaul “overly complex” energy tax incentives to encourage clean energy development.,,,1.23,236,757.2758620689655,0.3116433677883521
695,Senator Maggie Hassan,SenatorHassan,523773000968844,23101,37015,2021-04-26 00:42:35 CEST,Link,236,65,160,3,3,5,0,0,0,0,,0,0,0,,https://www.facebook.com/523773000968844/posts/4333363633343076,Rooting for this Granite State couple at the Oscars tonight!,https://www.wmur.com/article/sound-of-metal-oscar-nomination-new-hampshire-couple/36221001#,,,Granite State couple part of film crew for 'Sound of Metal' up for six Oscars,"A couple living in Portsmouth is counting down to the Academy Awards tonight, both worked on the movie Sound of Metal which has been nominated for six Oscars.",,,1.23,236,757.2758620689655,0.3116433677883521
696,Senator Kyrsten Sinema,SenatorSinema,233846963416149,60779,77232,2021-04-15 22:42:21 CEST,Link,247,81,129,8,4,0,7,2,16,0,,0,0,0,,https://www.facebook.com/233846963416149/posts/2245276182273207,We introduced our Earn to Learn Act to reduce student loan debt and make college more affordable for students. http://sinema.senate.gov/sinema-romney-introduce-bipartisan-bill-reduce-student-loan-debt-make-college-more-affordable:=:https://www.sinema.senate.gov/sinema-romney-introduce-bipartisan-bill-reduce-student-loan-debt-make-college-more-affordable,http://sinema.senate.gov/sinema-romney-introduce-bipartisan-bill-reduce-student-loan-debt-make-college-more-affordable,https://www.sinema.senate.gov/sinema-romney-introduce-bipartisan-bill-reduce-student-loan-debt-make-college-more-affordable,,"Sinema, Romney Introduce Bipartisan Bill to Reduce Student Loan Debt, Make College More Affordable | Senator Kyrsten Sinema","Senators’ Earn to Learn Act, modeled after Arizona’s Earn to Learn program, creates a college-matched savings program and provides financial training for students",,,1.23,247,530.1481481481482,0.4659075031437753
697,U.S. Senator Tim Kaine,SenatorKaine,482778861771212,195071,309145,2021-05-06 23:31:23 CEST,Photo,"1,365",945,179,61,164,2,7,0,2,5,,0,0,0,,https://www.facebook.com/482778861771212/posts/4159793810736347,"Today, I met with volunteers and local leaders in Broadway to explore the idea of a future Shenandoah Rail Trail. The potential project would transform an unused single-track railroad corridor into a multi-use, nearly 50-mile trail from Broadway to Front Royal. If completed, the trail would connect communities, businesses, and schools while also providing an outdoor space for people to enjoy as our country begins to reopen after a year of being cooped up inside.",https://www.facebook.com/SenatorKaine/photos/a.485279704854461/4159791790736549/?type=3,,,,,,,1.23,1365,4002.0,0.3410794602698651
