,Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),reactions_sum,reactions_groupavg,score
333,Senator Gary Peters,SenGaryPeters,88851604323,42545,115078,2021-04-28 01:45:12 CEST,Link,"1,633",872,510,41,76,3,111,1,12,7,,0,0,0,,https://www.facebook.com/88851604323/posts/10159210968939324,"We need to make manufacturing a national priority so we can bring jobs back to Michigan, strengthen our manufacturing capabilities & bolster our national security. Read my Crain's Detroit Business op-ed ⬇️to see how we can make it happen with my proposals.",https://www.crainsdetroit.com/opinion/commentary-its-time-renew-our-countrys-emphasis-manufacturing,,,Commentary: It's time to renew our country's emphasis on manufacturing,"Since before the first cars rolled off the Model T assembly line, Michigan has been at the forefront of innovation. Today, our automakers, parts suppliers, and advanced manufacturers have worked hard to keep our state — and our country — competitive by creating and utilizing cutting…",,,1.98,1633,1666.842105263158,0.9796968740132618
334,Senator Jon Tester,senatortester,210573031664,58562,74970,2021-04-28 19:07:12 CEST,YouTube,702,439,118,42,76,0,20,0,1,6,,0,0,0,,https://www.facebook.com/210573031664/posts/10159203392471665,Some key themes from my interview with Seth Meyers last night: ✅ Investing in rural America ✅ Ensuring we're fighting for folks in Indian Country ✅ Meat grinders Catch the full conversation here ⬇️,https://youtu.be/m_W7zPx3LSc,https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3Dm_W7zPx3LSc%26feature%3Dyoutu.be&q=EgQ0KuTRGP6xpoQGIhkA8aeDSwu-v6fqeyVG7Ibr_nsx5Y1Ya4V8MgFy,,Sen. Jon Tester on How Democrats Can Reconnect with Rural America,"Sen. Jon Tester talks about being the only senator who is a working farmer, President Biden's administration and connecting with Native voters.Late Night wit...",,,1.98,702,1555.0714285714287,0.451426209177346
335,Senator Sheldon Whitehouse,SenatorWhitehouse,194172833926853,38682,55666,2021-05-02 19:59:34 CEST,Link,"1,183",411,231,168,6,21,33,97,215,1,,0,0,0,,https://www.facebook.com/194172833926853/posts/4225018680842228,I can confirm the lack of urgency across the Democratic Party. We act as if having a bill is enough; it’s not; we’re getting outplayed and rarely connect the dots.,https://theweek.com/articles/979505/republican-plot-steal-2024-election,,,The Republican plot to steal the 2024 election,Redistricting is the next step on a path to one-party rule,,,1.97,1183,1354.857142857143,0.8731547870097005
336,Senator Jeanne Shaheen,SenatorShaheen,127503767282103,30351,47698,2021-05-03 23:40:01 CEST,Link,215,110,37,9,1,4,0,41,0,13,,0,0,0,,https://www.facebook.com/127503767282103/posts/4348852915147146,"Every time I traveled through Franconia Notch, I would look for the Old Man. 18 years since we lost this Granite State symbol, I still find myself wanting to look for him when I pass through. Glad Profile Plaza’s tribute helps keep this state symbol alive for residents and visitors alike. –J.S.",https://www.wmur.com/article/old-man-of-the-mountain-fall-anniversary-2021/36305229,,,Monday marks 18 years since Old Man of the Mountain’s fall,"It's hard to believe, but it's been 18 years since the Old Man of the Mountain's fall. Do you remember where you were when you heard the heartbreaking news?",,,1.97,215,372.77777777777777,0.5767511177347243
337,Senator Tammy Duckworth,SenDuckworth,112300955610529,158452,266678,2021-05-06 21:37:11 CEST,Link,"1,675",1098,246,90,164,4,29,4,9,31,,0,0,0,,https://www.facebook.com/112300955610529/posts/1946044102236196,"Our Kurdish partners stood shoulder-to-shoulder with U.S. Forces to stop the spread of ISIS in Syria and the surrounding region, but were abandoned by former President Trump. We must restore trust and confidence in our allies to achieve our national goals.https://www.politico.com/news/2021/05/05/tammy-duckworth-turkey-biden-485454",https://www.politico.com/news/2021/05/05/tammy-duckworth-turkey-biden-485454,,,Duckworth urges Biden to demand Turkey curb attacks on Syrian Kurds,A letter from the Illinois Democrat turns the heat up on the president to take a stronger line on Ankara.,,,1.96,1675,3332.535714285714,0.5026202698502856
338,Alex Padilla,alexpadilla4ca,471134912978464,28042,29338,2021-04-16 19:40:02 CEST,Link,464,82,168,28,1,2,2,93,83,5,,0,0,0,,https://www.facebook.com/471134912978464/posts/3951558224936098,"Another horrific and unspeakable act of deadly violence by the police. We cannot go on like this, policing and public safety needs to be reimagined in this country.",https://www.reuters.com/world/us/chicago-release-video-police-shooting-13-year-old-boy-2021-04-15/,,,Chicago releases graphic video of police shooting 13-year-old,Chicago officials released to the public on Thursday a graphic body-camera video showing a police officer shooting and killing a 13-year-old boy while he appeared to be raising his hands in an alley more than two weeks ago.,,,1.96,464,506.5652173913044,0.9159728778645609
339,Senator Tammy Duckworth,SenDuckworth,112300955610529,158427,266696,2021-04-23 20:24:26 CEST,Link,"2,384",1588,323,182,49,8,10,54,14,156,,0,0,0,,https://www.facebook.com/112300955610529/posts/1936062619901011,"No one deserves a toxic shower. No child deserves a cup of water poisoned by lead. No baby deserves a bottle prepared with brown water. In my The Chicago Sun-Times op-ed, I outlined why we must pass #DWWIA to tackle our water crisis—one outdated pipe at a time.",https://chicago.suntimes.com/opinion/2021/4/22/22397648/country-water-system-in-line-with-nation-values-tammy-duckworth,,,No child should be exposed to pollutants just by drinking water from the kitchen tap,We must be willing to invest the money necessary to provide every American family access to that most basic human need: clean water.,,,1.95,2384,3332.535714285714,0.7153711781033318
340,U.S. Senator Bernie Sanders,senatorsanders,9124187907,7316377,7374410,2021-04-22 16:50:06 CEST,Photo,"34,493",26191,851,2772,4104,20,64,91,44,356,,0,0,0,,https://www.facebook.com/9124187907/posts/10159982413392908,,https://www.facebook.com/senatorsanders/photos/a.91485152907/10159982413327908/?type=3,,Bernie Sanders @SenSanders Fossil fuel profits are not more important than our planet.,,,,,1.95,34493,43596.68421052631,0.7911840229278664
341,Sen. Jacky Rosen,SenJackyRosen,766794650136727,7967,16670,2021-05-03 02:38:41 CEST,Link,168,55,78,7,10,0,11,0,2,5,,0,0,0,,https://www.facebook.com/766794650136727/posts/2045143258968520,"We need a civilian cybersecurity reserve corps to ensure the Federal Government has the cyber experts needed to quickly respond to threats, especially when our nation is under attack. I introduced a bipartisan bill to create it.",https://www.airforcetimes.com/news/your-air-force/2021/04/28/a-civilian-cybersecurity-reserve-corps-is-needed-for-the-pentagon-and-dhs-lawmakers-from-both-parties-say,https://www.airforcetimes.com/news/your-air-force/2021/04/28/a-civilian-cybersecurity-reserve-corps-is-needed-for-the-pentagon-and-dhs-lawmakers-from-both-parties-say/,,"A civilian cybersecurity reserve corps is needed for the Pentagon and DHS, lawmakers from both parties say",A bipartisan group of lawmakers is pushing to create a civilian reserve corps of cybersecurity experts to help defend national security interests.,,,1.95,168,435.05555555555554,0.38615757885327545
342,Senator Tammy Duckworth,SenDuckworth,112300955610529,158406,266628,2021-04-29 18:27:59 CEST,Link,"2,370",1637,199,118,349,8,29,2,3,25,,0,0,0,,https://www.facebook.com/112300955610529/posts/1940590299448243,"I was proud to introduce Ms. Candace Jackson-Akiwumi, President Biden’s nominee to be the next U.S. Circuit Judge for the Seventh Circuit, at yesterday’s Senate Judiciary Committee hearing. Ms. Jackson-Akiwumi exemplifies President Biden’s efforts to fulfill his promise to nominate highly qualified individuals to the Federal Judiciary who reflect the incredible diversity of our great nation. If confirmed, she would strengthen the Seventh Circuit by bringing a broad diversity of expertise and experience with her, and would become the second Black woman to ever serve on the Seventh Circuit. I look forward to voting to confirm Ms. Jackson-Akiwumi.",https://chicago.suntimes.com/columnists/2021/4/27/22406747/jackson-akiwumi-nominee-chicago-federal-appeals-court-will-be-rare-judge-was-criminal-defense-lawyer,,,"Jackson-Akiwumi, nominee for Chicago federal appeals court, would be rare judge who was criminal defense lawyer","The Senate Judiciary Committee on Wednesday will hold a confirmation hearing for Candace Rae Jackson-Akiwumi, nominated by President Joe Biden to sit on the Chicago-based Seventh Circuit Court of Appeals.",,,1.95,2370,3332.535714285714,0.7111701728627922
343,Alex Padilla,alexpadilla4ca,471134912978464,28110,29418,2021-04-22 20:50:02 CEST,Link,458,332,20,28,69,1,1,0,2,5,,0,0,0,,https://www.facebook.com/471134912978464/posts/3968792463212674,"Access to higher education is a core issue of equality, opening doors of opportunity that can lift people out of poverty and enrich people's lives in more ways than one. Proud to serve as a cosponsor of this legislation.",https://www.complex.com/life/democrats-introduce-legislation-make-college-tuition-free-for-working-families,,,Democrats Introduce Legislation to Make College Tuition Free for Working Families,"Bernie Sanders and Pramila Jayapal’s College for All Act would, among other things, open up tuition-free and debt-free college access to millions of Americans.",,,1.95,458,506.5652173913044,0.9041284009956226
344,Senator Catherine Cortez Masto,SenatorCortezMasto,1283446251699112,13675,37911,2021-04-28 23:06:58 CEST,Photo,650,386,124,23,100,1,1,0,1,14,,0,0,0,,https://www.facebook.com/1283446251699112/posts/4124675704242805,"To all survivors of sexual assault: I stand in support of you. On #DenimDay and every day, we must continue to work to create a culture where women and men can come forward as survivors, and I’ll keep working to make sure they can seek justice.",https://www.facebook.com/SenatorCortezMasto/photos/a.1289170824459988/4124673317576377/?type=3,,,,,,,1.95,650,581.2352941176471,1.118307863576561
345,Senator Maria Cantwell,senatorcantwell,1657057011237862,57174,160109,2021-04-21 01:58:37 CEST,Status,"2,545",1487,604,52,264,3,39,7,53,36,,0,0,0,,https://www.facebook.com/1657057011237862/posts/2988419441434939,"George Floyd and his family deserve justice. Today, a jury deliberated, and we took one step closer towards justice. Congress should now pass the George Floyd Justice in Policing Act and ensure equal treatment under law.",,,,,,,,1.94,2545,1400.75,1.816883812243441
346,U.S. Senator Bob Casey,SenatorBobCasey,107749545944874,74899,226709,2021-04-30 18:08:14 CEST,Photo,"3,233",1899,528,88,391,7,261,1,35,23,,0,0,0,,https://www.facebook.com/107749545944874/posts/3964395343613589,"I welcome President Biden back to Pennsylvania to commemorate Amtrak’s 50th anniversary. President Biden understands better than anyone the vital role Amtrak has played in our Nation’s transportation infrastructure. I regret that a family obligation prevents me from being in Philadelphia today. As our Nation continues to work towards building back better by passing the American Jobs Plan, Amtrak is positioned to extend its lines and serve passengers throughout America, including with three potential new lines in Pennsylvania. I look forward to working with President Biden to pass the American Jobs Plan and ensure Amtrak has the funding it needs to continue and to expand service.",https://www.facebook.com/POTUS/photos/a.107570957986108/202363705173499/?type=3,,,President Joe Biden,This is a birthday I certainly wouldn’t miss. Looking forward to celebrating Amtrak’s 50th in Philadelphia later today.,,,1.94,3233,3632.9411764705883,0.8899125647668393
347,Senator Martin Heinrich,MartinHeinrich,137523189213,27558,53104,2021-04-17 21:02:03 CEST,Link,"1,342",355,566,59,5,24,31,16,283,3,,0,0,0,,https://www.facebook.com/137523189213/posts/10159286273254214,I hope every Republican in the House and Senate who still believes in the Party of Lincoln will condemn the “American First Caucus” effort loudly and publicly. Silence is complicity.,https://www.cnn.com/2021/04/16/politics/marjorie-taylor-greene-america-first-caucus/index.html,,,Marjorie Taylor Greene launching 'America First' caucus pushing for 'Anglo-Saxon political tradition',"Conservative Rep. Marjorie Taylor Greene is launching a new ""America First"" caucus, her office confirmed Friday, bringing together a group of far-right lawmakers known for their controversial rhetoric.",,,1.94,1342,1333.2666666666667,1.0065503275163759
348,Senator Brian Schatz,SenBrianSchatz,357806137657533,12010,24139,2021-04-21 02:32:43 CEST,Photo,269,203,24,5,22,1,5,1,2,6,,0,0,0,,https://www.facebook.com/357806137657533/posts/3579963168775131,"Had a productive conversation with Transportation Secretary Pete Buttigieg and HUD Secretary Marcia L. Fudge at today’s Senate Appropriations Committee hearing. Secretaries Buttigieg and Fudge both reiterated their commitment to working with us to make sure the infrastructure funding in the president’s proposed plan includes money to invest in more homes that are energy-efficient and affordable, and to rebuild roads and bridges in Hawai‘i and across the country so that they are safer for everyone and resilient to climate change.",https://www.facebook.com/SenBrianSchatz/photos/a.409622932475853/3579962152108566/?type=3,,,,,,,1.94,269,293.0,0.9180887372013652
349,Senator Maggie Hassan,SenatorHassan,523773000968844,23101,37018,2021-04-29 22:57:39 CEST,Native Video,172,43,118,7,3,0,0,1,0,0,owned,710,762,0,00:02:16,https://www.facebook.com/523773000968844/posts/4344935568852549,"Yesterday was Workers Memorial Day, where we remember those lost on the job. Today we must recommit to fighting for workers' rights, which are currently under attack across the country. I questioned Jennifer Abruzzo, President Biden’s nominee for General Counsel of the National Labor Relations Board, on how she would help protect workers in her role. Watch now:",https://www.facebook.com/SenatorHassan/videos/214960116718398/,,,We Must Pass The PRO Act,,,,1.93,172,757.2758620689655,0.2271299121169346
